city,date,year,month,day,dow,all,allage1,allage2,tmean,rh,pm10
Valencia,27nov2005,2005,11,27,0,14,2,12,8.1999998,60.700001,15.1
Valencia,28nov2005,2005,11,28,1,22,6,16,8.8999996,63.599998,14.3
Valencia,29nov2005,2005,11,29,2,13,4,9,10.3,66,21.299999
Valencia,30nov2005,2005,11,30,3,14,1,13,8.6000004,59.599998,16.799999
Valencia,01dec2005,2005,12,1,4,18,1,17,11.6,58.099998,15.3
Valencia,02dec2005,2005,12,2,5,15,3,12,14.6,58.700001,35.700001
Valencia,03dec2005,2005,12,3,6,12,3,9,15.5,50.5,14.3
Valencia,04dec2005,2005,12,4,0,24,2,22,14.9,57.900002,22.5
Valencia,05dec2005,2005,12,5,1,22,3,19,14.6,54.299999,16.700001
Valencia,06dec2005,2005,12,6,2,12,2,10,10.3,55.599998,18.799999
Valencia,07dec2005,2005,12,7,3,20,4,16,11.8,63.5,16.700001
Valencia,08dec2005,2005,12,8,4,22,1,21,11.1,67.300003,21.9
Valencia,09dec2005,2005,12,9,5,16,1,15,15.1,46.900002,16
Valencia,10dec2005,2005,12,10,6,18,3,15,9.8000002,51.099998,18.6
Valencia,11dec2005,2005,12,11,0,30,4,26,8.8000002,60.799999,17.5
Valencia,12dec2005,2005,12,12,1,11,3,8,7.5,68.300003,25.4
Valencia,13dec2005,2005,12,13,2,14,1,13,9,62.400002,18.700001
Valencia,14dec2005,2005,12,14,3,26,4,22,8.5,67.400002,20.816668
Valencia,15dec2005,2005,12,15,4,23,6,17,7.1999998,72.900002,21.066668
Valencia,16dec2005,2005,12,16,5,20,1,19,8.3000002,67.099998,28.5
Valencia,17dec2005,2005,12,17,6,16,2,14,10.3,62.099998,21
Valencia,18dec2005,2005,12,18,0,19,5,14,9.3999996,67.400002,15.8
Valencia,19dec2005,2005,12,19,1,16,3,13,11.3,86.800003,21.5
Valencia,20dec2005,2005,12,20,2,20,7,13,10.4,86.800003,18.5
Valencia,21dec2005,2005,12,21,3,22,2,20,9.6999998,78.199997,21.799999
Valencia,22dec2005,2005,12,22,4,21,5,16,8,77.900002,31.1
Valencia,23dec2005,2005,12,23,5,15,3,12,6.6999998,78.099998,25.700001
Valencia,24dec2005,2005,12,24,6,22,0,22,7.6999998,77.599998,18.6
Valencia,25dec2005,2005,12,25,0,22,2,20,9.5,74.900002,18.700001
Valencia,26dec2005,2005,12,26,1,15,1,14,8.6999998,79.400002,20.299999
Valencia,27dec2005,2005,12,27,2,17,6,11,12.3,65.599998,21.520834
Valencia,28dec2005,2005,12,28,3,18,1,17,9.8000002,66.599998,21.299999
Valencia,29dec2005,2005,12,29,4,15,2,13,7.6999998,61.5,20.799999
Valencia,30dec2005,2005,12,30,5,21,7,14,14.9,59.599998,19.6
Valencia,31dec2005,2005,12,31,6,20,2,18,14.3,62.099998,17.1
Valencia,01jan2006,2006,1,1,0,24,3,21,13.4,49.700001,14.1
Valencia,02jan2006,2006,1,2,1,20,3,17,12.1,44.599998,32.400002
Valencia,03jan2006,2006,1,3,2,28,5,23,10.7,51.200001,22.700001
Valencia,04jan2006,2006,1,4,3,13,0,13,9.1000004,61.400002,25.700001
Valencia,05jan2006,2006,1,5,4,23,3,20,9.5,70.199997,25
Valencia,06jan2006,2006,1,6,5,18,3,15,10.6,70.300003,17.799999
Valencia,07jan2006,2006,1,7,6,21,4,17,10,86.400002,14.1
Valencia,08jan2006,2006,1,8,0,21,6,15,12,78.900002,18.200001
Valencia,09jan2006,2006,1,9,1,17,2,15,10.5,78.599998,26.200001
Valencia,10jan2006,2006,1,10,2,28,3,25,10.7,90.699997,17.299999
Valencia,11jan2006,2006,1,11,3,16,3,13,11,77.699997,18.4
Valencia,12jan2006,2006,1,12,4,13,3,10,9.5,76.900002,26.700001
Valencia,13jan2006,2006,1,13,5,18,2,16,8.6000004,79.5,26.4
Valencia,14jan2006,2006,1,14,6,30,2,28,8.6999998,75.300003,19.200001
Valencia,15jan2006,2006,1,15,0,23,4,19,10.1,76.900002,22.5
Valencia,16jan2006,2006,1,16,1,12,2,10,10.7,82.699997,23
Valencia,17jan2006,2006,1,17,2,15,1,14,11.3,79.300003,28.799999
Valencia,18jan2006,2006,1,18,3,15,4,11,11.7,67,27.5
Valencia,19jan2006,2006,1,19,4,18,2,16,11.6,74.599998,30
Valencia,20jan2006,2006,1,20,5,10,4,6,11.6,76.800003,25.200001
Valencia,21jan2006,2006,1,21,6,24,5,19,10.2,80.199997,23.6
Valencia,22jan2006,2006,1,22,0,13,4,9,11.3,75.199997,21.299999
Valencia,23jan2006,2006,1,23,1,13,1,12,11.4,74.400002,25.4
Valencia,24jan2006,2006,1,24,2,16,1,15,10.3,72.800003,22
Valencia,25jan2006,2006,1,25,3,22,4,18,8.5,73.5,23.5
Valencia,26jan2006,2006,1,26,4,22,3,19,9.6999998,70.900002,25.799999
Valencia,27jan2006,2006,1,27,5,11,3,8,7.0999999,72.099998,14.3
Valencia,28jan2006,2006,1,28,6,18,3,15,4.3000002,87.900002,17
Valencia,29jan2006,2006,1,29,0,24,4,20,5.0999999,67.199997,21.9
Valencia,30jan2006,2006,1,30,1,19,2,17,5.4000001,82.5,17.4
Valencia,31jan2006,2006,1,31,2,25,3,22,11,75.199997,18.299999
Valencia,01feb2006,2006,2,1,3,21,3,18,11.4,68.599998,27.799999
Valencia,02feb2006,2006,2,2,4,18,4,14,9.8999996,76.800003,30.700001
Valencia,03feb2006,2006,2,3,5,18,2,16,8.3999996,84.900002,30.799999
Valencia,04feb2006,2006,2,4,6,12,3,9,9,80.300003,25.1
Valencia,05feb2006,2006,2,5,0,17,0,17,9.3999996,66.099998,26.1
Valencia,06feb2006,2006,2,6,1,15,1,14,7.6999998,71.400002,26.1
Valencia,07feb2006,2006,2,7,2,21,2,19,7.8000002,74.800003,30
Valencia,08feb2006,2006,2,8,3,21,5,16,8.3000002,73.300003,33.900002
Valencia,09feb2006,2006,2,9,4,21,6,15,8.8999996,69.599998,33.599998
Valencia,10feb2006,2006,2,10,5,18,1,17,8.1000004,80.699997,27.299999
Valencia,11feb2006,2006,2,11,6,22,0,22,10.5,78.599998,27.4
Valencia,12feb2006,2006,2,12,0,17,3,14,11.6,74.300003,20.200001
Valencia,13feb2006,2006,2,13,1,23,2,21,9.3000002,78,29.799999
Valencia,14feb2006,2006,2,14,2,14,3,11,8.8000002,78.5,29.5
Valencia,15feb2006,2006,2,15,3,19,2,17,11.1,72.699997,32.5
Valencia,16feb2006,2006,2,16,4,17,5,12,14.7,51.599998,52.900002
Valencia,17feb2006,2006,2,17,5,27,2,25,14.4,45.900002,24.799999
Valencia,18feb2006,2006,2,18,6,19,7,12,14.2,48.5,21.200001
Valencia,19feb2006,2006,2,19,0,14,1,13,12.3,49.5,36.5
Valencia,20feb2006,2006,2,20,1,21,6,15,10.4,54.5,24.299999
Valencia,21feb2006,2006,2,21,2,22,3,19,8.8000002,56.400002,21.9
Valencia,22feb2006,2006,2,22,3,18,0,18,7.4000001,64.199997,17
Valencia,23feb2006,2006,2,23,4,17,4,13,8.5,65.5,20.5
Valencia,24feb2006,2006,2,24,5,21,3,18,7.6999998,57.099998,17.200001
Valencia,25feb2006,2006,2,25,6,20,3,17,8.3999996,49.700001,17.4
Valencia,26feb2006,2006,2,26,0,23,4,19,7.8000002,78.599998,14.4
Valencia,27feb2006,2006,2,27,1,16,0,16,10.6,67.099998,19.9
Valencia,28feb2006,2006,2,28,2,19,4,15,7.4000001,62,24.299999
Valencia,01mar2006,2006,3,1,3,21,2,19,8.1999998,63.700001,23.4
Valencia,02mar2006,2006,3,2,4,22,4,18,9.3999996,53.099998,24.171999
Valencia,03mar2006,2006,3,3,5,19,5,14,13.3,44.799999,24.436001
Valencia,04mar2006,2006,3,4,6,21,1,20,14.5,55.599998,25.1
Valencia,05mar2006,2006,3,5,0,15,4,11,10.6,42.599998,30.700001
Valencia,06mar2006,2006,3,6,1,12,0,12,11.8,39.799999,26.799999
Valencia,07mar2006,2006,3,7,2,14,0,14,12.7,45.799999,31.1
Valencia,08mar2006,2006,3,8,3,17,1,16,18.700001,47.200001,25.299999
Valencia,09mar2006,2006,3,9,4,20,1,19,18.700001,51,25.6
Valencia,10mar2006,2006,3,10,5,22,4,18,15.8,42.400002,30.799999
Valencia,11mar2006,2006,3,11,6,17,1,16,17.6,39.099998,32.799999
Valencia,12mar2006,2006,3,12,0,17,3,14,18.4,40.900002,21
Valencia,13mar2006,2006,3,13,1,25,1,24,12.4,69.099998,21.5
Valencia,14mar2006,2006,3,14,2,24,4,20,13.4,74.800003,25.1
Valencia,15mar2006,2006,3,15,3,18,1,17,11.6,79.300003,25.700001
Valencia,16mar2006,2006,3,16,4,18,2,16,11.1,81.300003,31.4
Valencia,17mar2006,2006,3,17,5,13,3,10,12.7,77.5,30.299999
Valencia,18mar2006,2006,3,18,6,22,1,21,12.3,82.699997,28.9
Valencia,19mar2006,2006,3,19,0,25,4,21,14.8,69.900002,38.599998
Valencia,20mar2006,2006,3,20,1,25,5,20,13.6,79,32.799999
Valencia,21mar2006,2006,3,21,2,16,2,14,14.4,64.199997,22.5
Valencia,22mar2006,2006,3,22,3,24,5,19,15.8,49.900002,29.5
Valencia,23mar2006,2006,3,23,4,19,5,14,16.200001,51.700001,29.700001
Valencia,24mar2006,2006,3,24,5,25,3,22,19.700001,44.700001,33.5
Valencia,25mar2006,2006,3,25,6,18,1,17,18.700001,49.400002,28.733334
Valencia,26mar2006,2006,3,26,0,15,3,12,16.200001,66.599998,29.26111
Valencia,27mar2006,2006,3,27,1,12,2,10,17.1,65.599998,29.283333
Valencia,28mar2006,2006,3,28,2,14,3,11,21.299999,33.700001,29.577778
Valencia,29mar2006,2006,3,29,3,16,4,12,17,42.799999,29.644444
Valencia,30mar2006,2006,3,30,4,24,2,22,17.6,59.599998,34.299999
Valencia,31mar2006,2006,3,31,5,20,4,16,18.1,65.199997,37.099998
Valencia,01apr2006,2006,4,1,6,9,1,8,18.200001,67.199997,20.4
Valencia,02apr2006,2006,4,2,0,19,4,15,16.700001,71.599998,27.772223
Valencia,03apr2006,2006,4,3,1,10,1,9,15.2,72.400002,27.41111
Valencia,04apr2006,2006,4,4,2,19,4,15,15.3,78.699997,23.1
Valencia,05apr2006,2006,4,5,3,12,3,9,18.700001,51.799999,27.338888
Valencia,06apr2006,2006,4,6,4,23,1,22,16.6,70.699997,27.049999
Valencia,07apr2006,2006,4,7,5,22,2,20,15.6,77.300003,31.799999
Valencia,08apr2006,2006,4,8,6,21,4,17,15.1,78.099998,30.5
Valencia,09apr2006,2006,4,9,0,18,2,16,14.9,78.099998,21.9
Valencia,10apr2006,2006,4,10,1,17,3,14,16.4,66.699997,30.4
Valencia,11apr2006,2006,4,11,2,10,1,9,14.6,53.099998,26.9
Valencia,12apr2006,2006,4,12,3,15,3,12,14.7,67.400002,27.6
Valencia,13apr2006,2006,4,13,4,13,2,11,14.5,71.099998,20.9
Valencia,14apr2006,2006,4,14,5,18,5,13,14.6,74.300003,26.700001
Valencia,15apr2006,2006,4,15,6,17,3,14,17.700001,68.300003,20.299999
Valencia,16apr2006,2006,4,16,0,22,2,20,17.1,64.800003,26.299999
Valencia,17apr2006,2006,4,17,1,14,2,12,13.5,86.699997,20.299999
Valencia,18apr2006,2006,4,18,2,15,4,11,16.4,67.300003,30.4
Valencia,19apr2006,2006,4,19,3,15,0,15,15.5,75.199997,24.5
Valencia,20apr2006,2006,4,20,4,17,2,15,15.7,77.199997,27.5
Valencia,21apr2006,2006,4,21,5,14,2,12,16.299999,74.400002,30.700001
Valencia,22apr2006,2006,4,22,6,17,1,16,17.299999,76.400002,28.9
Valencia,23apr2006,2006,4,23,0,16,5,11,17.4,72.5,26.726316
Valencia,24apr2006,2006,4,24,1,21,5,16,18.799999,46.299999,26.631578
Valencia,25apr2006,2006,4,25,2,17,1,16,18.4,47.599998,26.710526
Valencia,26apr2006,2006,4,26,3,15,6,9,19.5,49.799999,26.531578
Valencia,27apr2006,2006,4,27,4,18,1,17,18.9,58.599998,26.68421
Valencia,28apr2006,2006,4,28,5,21,4,17,18.799999,61.099998,26.663158
Valencia,29apr2006,2006,4,29,6,19,4,15,17.1,62.599998,26.821053
Valencia,30apr2006,2006,4,30,0,16,2,14,16.4,69.300003,26.647367
Valencia,01may2006,2006,5,1,1,12,0,12,18.299999,67.800003,24
Valencia,02may2006,2006,5,2,2,13,1,12,18.1,69.099998,29.799999
Valencia,03may2006,2006,5,3,3,11,1,10,16.1,74.199997,33.799999
Valencia,04may2006,2006,5,4,4,12,3,9,16.200001,70.800003,32.5
Valencia,05may2006,2006,5,5,5,20,5,15,17.5,74.300003,23.200001
Valencia,06may2006,2006,5,6,6,18,5,13,17.9,64.800003,23.1
Valencia,07may2006,2006,5,7,0,20,4,16,18.299999,71.199997,28.6
Valencia,08may2006,2006,5,8,1,12,3,9,20,63,28.4
Valencia,09may2006,2006,5,9,2,13,3,10,18.1,63.900002,24.200001
Valencia,10may2006,2006,5,10,3,19,4,15,18.799999,68.599998,23.799999
Valencia,11may2006,2006,5,11,4,18,2,16,17.9,66.599998,26.299999
Valencia,12may2006,2006,5,12,5,24,5,19,18.799999,65.699997,23.299999
Valencia,13may2006,2006,5,13,6,10,1,9,19.200001,64.800003,23
Valencia,14may2006,2006,5,14,0,13,3,10,19.700001,69.099998,27.299999
Valencia,15may2006,2006,5,15,1,15,1,14,20.4,65.199997,33.400002
Valencia,16may2006,2006,5,16,2,12,1,11,21.5,64.800003,22.700001
Valencia,17may2006,2006,5,17,3,22,4,18,22,71.300003,39.5
Valencia,18may2006,2006,5,18,4,15,2,13,22.700001,73.400002,40.099998
Valencia,19may2006,2006,5,19,5,12,0,12,22.200001,66,44.099998
Valencia,20may2006,2006,5,20,6,15,0,15,22.6,65.699997,41.299999
Valencia,21may2006,2006,5,21,0,10,1,9,21.6,74.5,37.200001
Valencia,22may2006,2006,5,22,1,14,3,11,24.200001,43.099998,43.900002
Valencia,23may2006,2006,5,23,2,11,1,10,19.9,50.299999,40.200001
Valencia,24may2006,2006,5,24,3,14,1,13,18.299999,49.299999,25.1
Valencia,25may2006,2006,5,25,4,15,1,14,19.700001,43.099998,27.6
Valencia,26may2006,2006,5,26,5,21,5,16,21.700001,42.099998,28.799999
Valencia,27may2006,2006,5,27,6,11,4,7,23,43.299999,20.1
Valencia,28may2006,2006,5,28,0,14,2,12,23.4,49.099998,18.299999
Valencia,29may2006,2006,5,29,1,13,2,11,23.299999,54.200001,30.6
Valencia,30may2006,2006,5,30,2,15,1,14,21.200001,69.900002,26.6
Valencia,31may2006,2006,5,31,3,20,2,18,15.6,83.900002,23.1
Valencia,01jun2006,2006,6,1,4,17,0,17,18.200001,68.699997,22.6
Valencia,02jun2006,2006,6,2,5,19,1,18,19.700001,53.099998,24.700001
Valencia,03jun2006,2006,6,3,6,11,4,7,19.299999,62.700001,25.9
Valencia,04jun2006,2006,6,4,0,10,4,6,21.1,52,22.5
Valencia,05jun2006,2006,6,5,1,16,2,14,21.6,46.299999,27.700001
Valencia,06jun2006,2006,6,6,2,16,1,15,20.9,56.200001,23.4
Valencia,07jun2006,2006,6,7,3,8,1,7,21.1,61.799999,23.299999
Valencia,08jun2006,2006,6,8,4,12,2,10,20.9,71.099998,21.700001
Valencia,09jun2006,2006,6,9,5,16,0,16,21.4,71.099998,32.599998
Valencia,10jun2006,2006,6,10,6,11,2,9,21.1,71.5,24.5
Valencia,11jun2006,2006,6,11,0,13,3,10,21.200001,63.799999,20.1
Valencia,12jun2006,2006,6,12,1,20,5,15,21.4,66.599998,23.299999
Valencia,13jun2006,2006,6,13,2,17,1,16,21.9,62.599998,19.6
Valencia,14jun2006,2006,6,14,3,16,3,13,21.200001,70.900002,28.700001
Valencia,15jun2006,2006,6,15,4,11,1,10,21.700001,76.099998,25.6
Valencia,16jun2006,2006,6,16,5,15,6,9,23.200001,69.699997,25.799999
Valencia,17jun2006,2006,6,17,6,14,2,12,23.200001,66.800003,24.700001
Valencia,18jun2006,2006,6,18,0,15,2,13,23.4,72.400002,30.6
Valencia,19jun2006,2006,6,19,1,24,7,17,23.5,73.300003,37
Valencia,20jun2006,2006,6,20,2,19,5,14,24.1,73.5,36
Valencia,21jun2006,2006,6,21,3,13,0,13,25.4,61.900002,30.6
Valencia,22jun2006,2006,6,22,4,18,5,13,25.4,61.900002,37.700001
Valencia,23jun2006,2006,6,23,5,11,4,7,25.1,69.599998,24.9
Valencia,24jun2006,2006,6,24,6,16,2,14,26.1,60.299999,22.1
Valencia,25jun2006,2006,6,25,0,16,3,13,25.200001,61.700001,20.299999
Valencia,26jun2006,2006,6,26,1,18,3,15,24.700001,69.099998,25.9
Valencia,27jun2006,2006,6,27,2,10,4,6,24.700001,69.900002,29.1
Valencia,28jun2006,2006,6,28,3,20,3,17,25.5,66.400002,25.799999
Valencia,29jun2006,2006,6,29,4,16,2,14,26.6,55.599998,23.799999
Valencia,30jun2006,2006,6,30,5,9,3,6,26.299999,62.099998,27.700001
Valencia,01jul2006,2006,7,1,6,19,3,16,26.6,53,33
Valencia,02jul2006,2006,7,2,0,13,4,9,25.9,63.5,27.93125
Valencia,03jul2006,2006,7,3,1,15,2,13,26.799999,61,26.981251
Valencia,04jul2006,2006,7,4,2,11,3,8,25.5,63.099998,26.075001
Valencia,05jul2006,2006,7,5,3,17,3,14,26.4,71,25.393749
Valencia,06jul2006,2006,7,6,4,15,2,13,25.700001,67,24.549999
Valencia,07jul2006,2006,7,7,5,13,3,10,26.299999,65.199997,24.418751
Valencia,08jul2006,2006,7,8,6,5,1,4,26.299999,66.599998,24.65
Valencia,09jul2006,2006,7,9,0,18,3,15,26.5,66.699997,25.13125
Valencia,10jul2006,2006,7,10,1,13,2,11,26.5,66.5,25.46875
Valencia,11jul2006,2006,7,11,2,16,1,15,26.4,59.599998,25.3125
Valencia,12jul2006,2006,7,12,3,14,3,11,27.700001,53.099998,25.450001
Valencia,13jul2006,2006,7,13,4,12,1,11,27.4,54,26.5
Valencia,14jul2006,2006,7,14,5,16,1,15,28,66.800003,24.6
Valencia,15jul2006,2006,7,15,6,15,2,13,27.9,64.800003,21.9
Valencia,16jul2006,2006,7,16,0,14,4,10,28.6,62.700001,21.799999
Valencia,17jul2006,2006,7,17,1,17,4,13,27.799999,64.099998,21.5
Valencia,18jul2006,2006,7,18,2,21,2,19,27.700001,66.199997,19.700001
Valencia,19jul2006,2006,7,19,3,12,1,11,28.299999,65,24.200001
Valencia,20jul2006,2006,7,20,4,19,6,13,28.700001,60.900002,22.799999
Valencia,21jul2006,2006,7,21,5,17,5,12,27.700001,61.099998,25.799999
Valencia,22jul2006,2006,7,22,6,15,0,15,27.799999,63.799999,28
Valencia,23jul2006,2006,7,23,0,18,3,15,28.700001,67.400002,31.299999
Valencia,24jul2006,2006,7,24,1,9,3,6,28.4,66.099998,26.6
Valencia,25jul2006,2006,7,25,2,10,3,7,28.299999,61.5,28
Valencia,26jul2006,2006,7,26,3,24,6,18,28,56.400002,23.5
Valencia,27jul2006,2006,7,27,4,12,2,10,27.299999,69.300003,31.9
Valencia,28jul2006,2006,7,28,5,14,3,11,27.4,56.5,25.9
Valencia,29jul2006,2006,7,29,6,16,5,11,27.5,64.099998,28
Valencia,30jul2006,2006,7,30,0,14,3,11,28.6,64.900002,27.5
Valencia,31jul2006,2006,7,31,1,14,2,12,28.799999,67.5,29.5
Valencia,01aug2006,2006,8,1,2,18,1,17,28.5,63.299999,26.6
Valencia,02aug2006,2006,8,2,3,10,2,8,28.200001,64.900002,28.4
Valencia,03aug2006,2006,8,3,4,18,0,18,28.799999,63.700001,32.099998
Valencia,04aug2006,2006,8,4,5,16,1,15,26.6,41.700001,34.700001
Valencia,05aug2006,2006,8,5,6,12,4,8,26.700001,55,29.1
Valencia,06aug2006,2006,8,6,0,16,1,15,26.299999,54.400002,20.799999
Valencia,07aug2006,2006,8,7,1,17,1,16,26.6,61.5,39.400002
Valencia,08aug2006,2006,8,8,2,20,4,16,26.6,64,27.799999
Valencia,09aug2006,2006,8,9,3,9,4,5,26.700001,54.700001,31
Valencia,10aug2006,2006,8,10,4,15,1,14,26.799999,59.299999,25.1
Valencia,11aug2006,2006,8,11,5,13,2,11,26.4,60.5,37
Valencia,12aug2006,2006,8,12,6,14,1,13,26,64.5,32.299999
Valencia,13aug2006,2006,8,13,0,16,1,15,24.299999,50.299999,20.700001
Valencia,14aug2006,2006,8,14,1,15,2,13,25.299999,61.700001,25.1
Valencia,15aug2006,2006,8,15,2,17,5,12,27.1,62.900002,19.9
Valencia,16aug2006,2006,8,16,3,18,3,15,27.5,32.299999,38.900002
Valencia,17aug2006,2006,8,17,4,5,0,5,24.4,43.700001,27.592001
Valencia,18aug2006,2006,8,18,5,20,0,20,23.299999,54,27.295834
Valencia,19aug2006,2006,8,19,6,12,2,10,24.299999,58.900002,20.9
Valencia,20aug2006,2006,8,20,0,11,3,8,24.6,68.599998,15
Valencia,21aug2006,2006,8,21,1,10,2,8,24.9,64.099998,25.6
Valencia,22aug2006,2006,8,22,2,20,4,16,24.6,61.599998,28
Valencia,23aug2006,2006,8,23,3,10,1,9,25,65.400002,34.799999
Valencia,24aug2006,2006,8,24,4,14,1,13,24.9,63.299999,28.700001
Valencia,25aug2006,2006,8,25,5,16,6,10,25.6,63.400002,29.6
Valencia,26aug2006,2006,8,26,6,13,1,12,25.1,57.900002,22.200001
Valencia,27aug2006,2006,8,27,0,11,3,8,24,62.700001,18.200001
Valencia,28aug2006,2006,8,28,1,13,4,9,25.299999,63.5,28.200001
Valencia,29aug2006,2006,8,29,2,12,2,10,25.799999,67.199997,28.6
Valencia,30aug2006,2006,8,30,3,12,4,8,24.9,65.300003,28.200001
Valencia,31aug2006,2006,8,31,4,18,2,16,24.4,73,26.28125
Valencia,01sep2006,2006,9,1,5,20,3,17,23.9,69.199997,25.970589
Valencia,02sep2006,2006,9,2,6,11,3,8,25.299999,73,25.964706
Valencia,03sep2006,2006,9,3,0,14,4,10,25.799999,69.800003,26.27647
Valencia,04sep2006,2006,9,4,1,18,2,16,25.6,67.400002,26.31875
Valencia,05sep2006,2006,9,5,2,14,3,11,25,65,26.206667
Valencia,06sep2006,2006,9,6,3,20,0,20,24.700001,74,25.592857
Valencia,07sep2006,2006,9,7,4,15,4,11,24.4,71.900002,31.799999
Valencia,08sep2006,2006,9,8,5,18,2,16,24.799999,73.199997,28.700001
Valencia,09sep2006,2006,9,9,6,15,2,13,24.5,73.300003,28.4
Valencia,10sep2006,2006,9,10,0,9,1,8,24.5,72.800003,25.959999
Valencia,11sep2006,2006,9,11,1,9,3,6,25,71.5,25.711111
Valencia,12sep2006,2006,9,12,2,12,4,8,22.200001,80.199997,25.35
Valencia,13sep2006,2006,9,13,3,23,7,16,22.9,69.900002,23.6
Valencia,14sep2006,2006,9,14,4,11,1,10,22.4,62.5,21
Valencia,15sep2006,2006,9,15,5,19,2,17,21.9,42.799999,20.799999
Valencia,16sep2006,2006,9,16,6,14,2,12,21.4,45.200001,20.299999
Valencia,17sep2006,2006,9,17,0,23,7,16,22.6,46.799999,24.942858
Valencia,18sep2006,2006,9,18,1,13,1,12,22.200001,56.5,24.942858
Valencia,19sep2006,2006,9,19,2,16,3,13,22.1,63.099998,24.942858
Valencia,20sep2006,2006,9,20,3,17,3,14,22.6,69.300003,24.942858
Valencia,21sep2006,2006,9,21,4,16,0,16,23.5,72.900002,23.799999
Valencia,22sep2006,2006,9,22,5,28,3,25,25.4,63.099998,23.25
Valencia,23sep2006,2006,9,23,6,17,2,15,20.9,82.099998,23.716667
Valencia,24sep2006,2006,9,24,0,16,4,12,22.5,59.099998,24.371428
Valencia,25sep2006,2006,9,25,1,14,2,12,24.200001,41.5,24.200001
Valencia,26sep2006,2006,9,26,2,12,3,9,22.5,51.099998,23.911112
Valencia,27sep2006,2006,9,27,3,14,3,11,20.5,63.299999,24.077778
Valencia,28sep2006,2006,9,28,4,11,0,11,20.6,76.900002,25.055555
Valencia,29sep2006,2006,9,29,5,15,4,11,22,75.099998,25.033333
Valencia,30sep2006,2006,9,30,6,10,1,9,23,69.199997,25.355556
Valencia,01oct2006,2006,10,1,0,10,1,9,24.200001,59.299999,25.355556
Valencia,02oct2006,2006,10,2,1,21,3,18,22.9,74.300003,25.355556
Valencia,03oct2006,2006,10,3,2,18,2,16,25.200001,45.799999,25.355556
Valencia,04oct2006,2006,10,4,3,17,3,14,21.5,40.299999,25.355556
Valencia,05oct2006,2006,10,5,4,14,2,12,19.6,50.900002,25.4
Valencia,06oct2006,2006,10,6,5,13,1,12,19.799999,55.599998,31.200001
Valencia,07oct2006,2006,10,7,6,17,0,17,21.200001,57.5,28.299999
Valencia,08oct2006,2006,10,8,0,26,6,20,20.9,69.300003,23
Valencia,09oct2006,2006,10,9,1,15,3,12,21.5,76.5,21.6
Valencia,10oct2006,2006,10,10,2,23,3,20,21,76.5,25.1
Valencia,11oct2006,2006,10,11,3,19,2,17,23.1,57.599998,29.799999
Valencia,12oct2006,2006,10,12,4,13,2,11,20.299999,49.700001,20.6
Valencia,13oct2006,2006,10,13,5,12,1,11,18.6,59.200001,23.200001
Valencia,14oct2006,2006,10,14,6,23,2,21,19.200001,64,26.35
Valencia,15oct2006,2006,10,15,0,20,1,19,18.5,76.699997,26.700001
Valencia,16oct2006,2006,10,16,1,14,1,13,20.1,74.599998,26.811111
Valencia,17oct2006,2006,10,17,2,21,2,19,20.6,74,27.321053
Valencia,18oct2006,2006,10,18,3,18,3,15,19.700001,79.599998,27.83
Valencia,19oct2006,2006,10,19,4,18,3,15,19,65.699997,28.174999
Valencia,20oct2006,2006,10,20,5,11,3,8,19.9,64.400002,27.985001
Valencia,21oct2006,2006,10,21,6,25,8,17,21.9,57.799999,17.299999
Valencia,22oct2006,2006,10,22,0,19,3,16,20,63.400002,21.799999
Valencia,23oct2006,2006,10,23,1,19,2,17,21,66,36.200001
Valencia,24oct2006,2006,10,24,2,9,0,9,22.299999,58.900002,25.5
Valencia,25oct2006,2006,10,25,3,26,3,23,19.9,76,24
Valencia,26oct2006,2006,10,26,4,11,0,11,21,74.699997,35.599998
Valencia,27oct2006,2006,10,27,5,20,6,14,19.6,82.699997,33
Valencia,28oct2006,2006,10,28,6,16,2,14,21,74.199997,32.299999
Valencia,29oct2006,2006,10,29,0,24,2,22,20.5,64.599998,28.700001
Valencia,30oct2006,2006,10,30,1,21,4,17,19.6,67.900002,36.5
Valencia,31oct2006,2006,10,31,2,17,2,15,18.700001,80.400002,37.5
Valencia,01nov2006,2006,11,1,3,20,3,17,18.700001,78.5,32.299999
Valencia,02nov2006,2006,11,2,4,18,3,15,17.799999,79.400002,27.4
Valencia,03nov2006,2006,11,3,5,11,0,11,13.7,90.099998,16.9
Valencia,04nov2006,2006,11,4,6,13,1,12,14,90.5,15.9
Valencia,05nov2006,2006,11,5,0,17,2,15,16.200001,74.599998,17.799999
Valencia,06nov2006,2006,11,6,1,19,1,18,15.3,76.099998,21.6
Valencia,07nov2006,2006,11,7,2,11,3,8,17.1,81.5,21
Valencia,08nov2006,2006,11,8,3,22,2,20,17.299999,84.900002,28.966667
Valencia,09nov2006,2006,11,9,4,19,2,17,17.5,84.599998,29.5
Valencia,10nov2006,2006,11,10,5,18,1,17,17.1,76.199997,38.900002
Valencia,11nov2006,2006,11,11,6,26,12,14,15.8,78.599998,28.799999
Valencia,12nov2006,2006,11,12,0,17,2,15,15.9,70.5,25.799999
Valencia,13nov2006,2006,11,13,1,15,5,10,15.5,70.400002,33.400002
Valencia,14nov2006,2006,11,14,2,16,4,12,14.3,72.900002,28.3375
Valencia,15nov2006,2006,11,15,3,22,3,19,13.8,77.800003,28.6625
Valencia,16nov2006,2006,11,16,4,13,2,11,14.9,84.300003,39
